jumlah_kk,jumlah_pen,kepadatan_,nama_kab_s,nama_kec_s,nama_prop_
5811,19529,36.61,BENGKALIS,BUKIT BATU,RIAU
40607,148801,318.51,BENGKALIS,MANDAU,RIAU
9156,31422,27.66,BENGKALIS,RUPAT,RIAU
3743,13616,34.92,BENGKALIS,RUPAT UTARA,RIAU
6899,23156,19.2,BENGKALIS,SIAK KECIL,RIAU
16765,60403,258.73,BENGKALIS,PINGGIR,RIAU
3806,13786,11.98,BENGKALIS,BANDAR LAKSAMANA,RIAU
6056,21868,22.69,BENGKALIS,TALANG MUANDAU,RIAU
22476,83088,102.8,BENGKALIS,BATHIN SOLAPAN,RIAU
10434,34359,67.27,INDRAGIRI HILIR,RETEH,RIAU
10064,32089,69.74,INDRAGIRI HILIR,ENOK,RIAU
4564,14683,20.55,INDRAGIRI HILIR,KUALA INDRAGIRI,RIAU
19990,69886,414.16,INDRAGIRI HILIR,TEMBILAHAN,RIAU
8533,28995,49.73,INDRAGIRI HILIR,TEMPULING,RIAU
6317,21293,31.97,INDRAGIRI HILIR,GAUNG ANAK SERKA,RIAU
9168,29679,16.68,INDRAGIRI HILIR,MANDAH,RIAU
9913,33489,67.2,INDRAGIRI HILIR,KATEMAN,RIAU
17222,57664,59.1,INDRAGIRI HILIR,KERITANG,RIAU
7473,26902,54.96,INDRAGIRI HILIR,TANAH MERAH,RIAU
7164,26033,65.82,INDRAGIRI HILIR,BATANG TUAKA,RIAU
9385,33808,16.98,INDRAGIRI HILIR,GAUNG,RIAU
12146,44782,297.75,INDRAGIRI HILIR,TEMBILAHAN HULU,RIAU
9688,35250,37.14,INDRAGIRI HILIR,KEMUNING,RIAU
9525,33853,39.22,INDRAGIRI HILIR,PELANGIRAN,RIAU
3083,10473,24.13,INDRAGIRI HILIR,TELUK BELENGKONG,RIAU
5813,19188,33.87,INDRAGIRI HILIR,PULAU BURUNG,RIAU
3915,13448,50.77,INDRAGIRI HILIR,CONCONG,RIAU
11288,38917,72.24,INDRAGIRI HILIR,KEMPAS,RIAU
3458,11556,28.94,INDRAGIRI HILIR,SUNGAI BATANG,RIAU
10329,35497,26.54,PELALAWAN,UKUI,RIAU
21091,78543,361.52,PELALAWAN,PANGKALAN KERINCI,RIAU
14238,52780,43.1,PELALAWAN,PANGKALAN KURAS,RIAU
8166,28169,64.3,PELALAWAN,PANGKALAN LESUNG,RIAU
9200,31727,21.49,PELALAWAN,LANGGAM,RIAU
6302,22386,15.23,PELALAWAN,PELALAWAN,RIAU
7325,23744,24.32,PELALAWAN,KERUMUTAN,RIAU
4734,16105,36.22,PELALAWAN,BUNUT,RIAU
5377,17556,4.27,PELALAWAN,TELUK MERANTI,RIAU
6181,19929,29.16,PELALAWAN,KUALA KAMPAR,RIAU
6494,23252,71.54,PELALAWAN,BANDAR SEI KIJANG,RIAU
4588,16129,44.57,PELALAWAN,BANDAR PETALANGAN,RIAU
12223,46211,361.9,ROKAN HULU,UJUNG BATU,RIAU
6245,22431,22.21,ROKAN HULU,ROKAN IV KOTO,RIAU
12363,48004,142.82,ROKAN HULU,RAMBAH,RIAU
14663,60021,87.56,ROKAN HULU,TAMBUSAI,RIAU
6413,23620,46.56,ROKAN HULU,KEPENUHAN,RIAU
12365,44185,83.55,ROKAN HULU,KUNTO DARUSSALAM,RIAU
9554,33849,84.5,ROKAN HULU,RAMBAH SAMO,RIAU
11248,39859,152.16,ROKAN HULU,RAMBAH HILIR,RIAU
22727,86918,70.13,ROKAN HULU,TAMBUSAI UTARA,RIAU
5133,18543,95.61,ROKAN HULU,BANGUN PURBA,RIAU
8608,31459,144.22,ROKAN HULU,TANDUN,RIAU
7584,28320,79.39,ROKAN HULU,KABUN,RIAU
6928,25375,32.11,ROKAN HULU,BONAI DARUSSALAM,RIAU
3323,12074,76.23,ROKAN HULU,PAGARAN TAPAH DARUSSALAM,RIAU
5183,18976,54.89,ROKAN HULU,KEPENUHAN HULU,RIAU
3673,13250,80.96,ROKAN HULU,PENDALIAN IV KOTO,RIAU
6155,23167,68.62,ROKAN HILIR,KUBU,RIAU
20628,77197,137.37,ROKAN HILIR,BANGKO,RIAU
17198,64217,49.84,ROKAN HILIR,TANAH PUTIH,RIAU
9858,37290,97.88,ROKAN HILIR,RIMBA MELINTANG,RIAU
36682,138930,115.63,ROKAN HILIR,BAGAN SINEMBAH,RIAU
10038,39527,63.24,ROKAN HILIR,PASIR LIMAU KAPAS,RIAU
4480,17196,53.49,ROKAN HILIR,SINABOI,RIAU
20280,75465,52.34,ROKAN HILIR,PUJUD,RIAU
3990,14738,36.89,ROKAN HILIR,TANAH PUTIH TANJUNG MELAWAN,RIAU
16547,62621,57.47,ROKAN HILIR,BANGKO PUSAKO,RIAU
7093,26210,68.14,ROKAN HILIR,SIMPANG KANAN,RIAU
2460,9210,42.42,ROKAN HILIR,BATU HAMPAR,RIAU
1923,6717,42.71,ROKAN HILIR,RANTAU KOPAR,RIAU
4470,16244,43.67,ROKAN HILIR,PEKAITAN,RIAU
6020,22509,61.98,ROKAN HILIR,KUBU BABUSSALAM,RIAU
7224,26515,64.13,SIAK,SIAK,RIAU
7775,28119,20.31,SIAK,SUNGAI APIT,RIAU
7030,26210,37.09,SIAK,MINAS,RIAU
28561,109198,260.86,SIAK,TUALANG,RIAU
2075,7561,6.68,SIAK,SUNGAI MANDAU,RIAU
7727,27790,30.31,SIAK,DAYUN,RIAU
6100,21420,71.09,SIAK,KERINCI KANAN,RIAU
6878,23932,146.08,SIAK,BUNGA RAYA,RIAU
5702,21086,47.25,SIAK,KOTO GASIB,RIAU
17920,69152,56.75,SIAK,KANDIS,RIAU
5323,19348,159.05,SIAK,LUBUK DALAM,RIAU
3391,12439,183.55,SIAK,SABAK AUH,RIAU
4300,15658,57.68,SIAK,MEMPURA,RIAU
1865,6700,25.79,SIAK,PUSAKO,RIAU
6294,23738,49.83,KUANTAN SINGINGI,KUANTAN MUDIK,RIAU
12901,47667,99.9,KUANTAN SINGINGI,KUANTAN TENGAH,RIAU
8540,31006,32.09,KUANTAN SINGINGI,SINGINGI,RIAU
3877,13586,134.62,KUANTAN SINGINGI,KUANTAN HILIR,RIAU
3819,15154,90.69,KUANTAN SINGINGI,CERENTI,RIAU
4821,17277,179.88,KUANTAN SINGINGI,BENAI,RIAU
3892,13810,93.72,KUANTAN SINGINGI,GUNUNGTOAR,RIAU
12504,43699,47.55,KUANTAN SINGINGI,SINGINGI HILIR,RIAU
5572,19676,90.19,KUANTAN SINGINGI,PANGEAN,RIAU
6873,23207,51.45,KUANTAN SINGINGI,LOGAS TANAH DARAT,RIAU
4894,17563,187.88,KUANTAN SINGINGI,INUMAN,RIAU
2637,8921,35.67,KUANTAN SINGINGI,HULU KUANTAN,RIAU
3329,11294,107.62,KUANTAN SINGINGI,KUANTAN HILIR SEBERANG,RIAU
8545,29526,122.73,KUANTAN SINGINGI,SENTAJO RAYA,RIAU
2776,10142,17.89,KUANTAN SINGINGI,PUCUK RANTAU,RIAU
18534,66576,678.59,KEPULAUAN MERANTI,TEBING TINGGI,RIAU
5833,20451,171.96,KEPULAUAN MERANTI,RANGSANG BARAT,RIAU
5778,20606,48.02,KEPULAUAN MERANTI,RANGSANG,RIAU
4814,17560,35.85,KEPULAUAN MERANTI,TEBING TINGGI BARAT,RIAU
4327,15488,27.89,KEPULAUAN MERANTI,MERBAU,RIAU
4040,15697,72.08,KEPULAUAN MERANTI,PULAUMERBAU,RIAU
3563,13080,16.42,KEPULAUAN MERANTI,TEBING TINGGI TIMUR,RIAU
4717,17747,31.81,KEPULAUAN MERANTI,TASIK PUTRI PUYU,RIAU
5257,19406,51.25,KEPULAUAN MERANTI,RANGSANG PESISIR,RIAU
14109,45928,1.18,KOTA PEKANBARU,SUKAJADI,RIAU
7830,25783,1.14,KOTA PEKANBARU,PEKANBARU KOTA,RIAU
6789,22110,6427.33,KOTA PEKANBARU,SAIL,RIAU
12590,41661,7373.63,KOTA PEKANBARU,LIMA PULUH,RIAU
11323,37577,1.26,KOTA PEKANBARU,SENAPELAN,RIAU
17505,62448,467.64,KOTA PEKANBARU,RUMBAI,RIAU
26241,87969,3333.42,KOTA PEKANBARU,BUKIT RAYA,RIAU
46427,160322,2988.85,KOTA PEKANBARU,TAMPAN,RIAU
36065,122179,3962.99,KOTA PEKANBARU,MARPOYAN DAMAI,RIAU
36458,126020,735.67,KOTA PEKANBARU,TENAYAN RAYA,RIAU
25820,87825,2163.18,KOTA PEKANBARU,PAYUNG SEKAKI,RIAU
19391,66404,439.38,KOTA PEKANBARU,RUMBAI PESISIR,RIAU
11278,39099,1084.88,KOTA DUMAI,DUMAI BARAT,RIAU
17797,61336,1649.7,KOTA DUMAI,DUMAI TIMUR,RIAU
12550,43610,121.46,KOTA DUMAI,BUKIT KAPUR,RIAU
9532,32858,23.23,KOTA DUMAI,SUNGAI SEMBILAN,RIAU
3756,12968,36.69,KOTA DUMAI,MEDANG KAMPAI,RIAU
12576,42576,9994.37,KOTA DUMAI,DUMAI KOTA,RIAU
13781,47727,699.6,KOTA DUMAI,DUMAI SELATAN,RIAU
2863,8481,20.13,KERINCI,GUNUNG RAYA,JAMBI
6353,18659,85.45,KERINCI,DANAU KERINCI,JAMBI
5076,14388,248.63,KERINCI,SITINJAU LAUT,JAMBI
4169,11398,54.62,KERINCI,AIR HANGAT,JAMBI
4244,12091,38.41,KERINCI,GUNUNG KERINCI,JAMBI
3534,10946,22.28,KERINCI,BATANG MERANGIN,JAMBI
8531,24247,73.36,KERINCI,KELILING DANAU,JAMBI
5285,16622,136.6,KERINCI,KAYU ARO,JAMBI
6781,18639,101.44,KERINCI,AIR HANGAT TIMUR,JAMBI
4265,13808,86.56,KERINCI,GUNUNG TUJUH,JAMBI
7455,21410,171.53,KERINCI,SIULAK,JAMBI
5486,15788,559.66,KERINCI,DEPATI TUJUH,JAMBI
3591,10448,36.62,KERINCI,SIULAK MUKAI,JAMBI
6023,18370,91.62,KERINCI,KAYU ARO BARAT,JAMBI
3900,11340,54.55,KERINCI,BUKITKERMAN,JAMBI
3226,9100,644.02,KERINCI,AIR HANGAT BARAT,JAMBI
2580,8738,9.36,MERANGIN,JANGKAT,JAMBI
13376,45451,273.36,MERANGIN,BANGKO,JAMBI
2835,9386,15.0,MERANGIN,MUARA SIAU,JAMBI
2777,9529,40.29,MERANGIN,SUNGAI MANAU,JAMBI
8011,26975,79.89,MERANGIN,TABIR,JAMBI
9785,33047,112.4,MERANGIN,PAMENANG,JAMBI
2453,8000,44.44,MERANGIN,TABIR ULU,JAMBI
8417,27792,158.82,MERANGIN,TABIR SELATAN,JAMBI
3435,11594,17.44,MERANGIN,LEMBAH MASURAI,JAMBI
3162,10413,54.49,MERANGIN,BANGKO  BARAT,JAMBI
4065,14153,61.82,MERANGIN,NALO TATAN,JAMBI
2762,9863,94.61,MERANGIN,BATANG MASUMAI,JAMBI
4961,16379,91.32,MERANGIN,PAMENANG BARAT,JAMBI
2799,8839,59.69,MERANGIN,TABIR ILIR,JAMBI
2391,7780,107.1,MERANGIN,TABIR TIMUR,JAMBI
3319,12376,41.31,MERANGIN,RENAH PEMBARAP,JAMBI
1927,6470,15.22,MERANGIN,PANGKALAN JAMBU,JAMBI
2627,9095,13.99,MERANGIN,JANGKAT TIMUR,JAMBI
4340,14029,139.93,MERANGIN,RENAH PAMENANG,JAMBI
2919,9928,63.12,MERANGIN,PAMENANG SELATAN,JAMBI
3832,12377,90.16,MERANGIN,MARGO TABIR,JAMBI
2243,7457,67.0,MERANGIN,TABIR LINTAS,JAMBI
2708,9424,12.91,MERANGIN,TABIR BARAT,JAMBI
1441,4574,16.59,MERANGIN,TIANG PUMPUNG,JAMBI
5495,18967,19.05,SAROLANGUN,BATANG ASAI,JAMBI
5217,18085,24.74,SAROLANGUN,LIMUN,JAMBI
16881,55684,198.22,SAROLANGUN,SAROLANGUN,JAMBI
8407,27471,34.99,SAROLANGUN,PAUH,JAMBI
11380,37427,107.42,SAROLANGUN,PELAWAN,JAMBI
13084,42322,37.64,SAROLANGUN,MANDIANGIN,JAMBI
9763,31125,46.17,SAROLANGUN,AIR HITAM,JAMBI
7624,23829,70.11,SAROLANGUN,BATHIN VIII,JAMBI
12612,41254,244.61,SAROLANGUN,SINGKUT,JAMBI
5110,17209,41.96,SAROLANGUN,CERMIN NAN GEDANG,JAMBI
9390,32193,43.79,BATANGHARI,MERSAM,JAMBI
9035,32807,93.76,BATANGHARI,MUARA TEMBESI,JAMBI
18811,67921,147.09,BATANGHARI,MUARA BULIAN,JAMBI
9544,32791,35.55,BATANGHARI,BATIN XXIV,JAMBI
10959,38512,45.98,BATANGHARI,PEMAYUNG,JAMBI
11265,41765,53.29,BATANGHARI,MARO SEBO ULU,JAMBI
13249,45233,39.37,BATANGHARI,BAJUBANG,JAMBI
4769,17027,74.61,BATANGHARI,MARO SEBO ILIR,JAMBI
17954,57837,167.52,MUARO JAMBI,JAMBI LUAR KOTA,JAMBI
13051,41060,62.93,MUARO JAMBI,SEKERNAN,JAMBI
7451,21826,10.85,MUARO JAMBI,KUMPEH,JAMBI
6445,19434,104.28,MUARO JAMBI,MARO SEBO,JAMBI
12422,36898,76.84,MUARO JAMBI,MESTONG,JAMBI
15691,49232,141.76,MUARO JAMBI,KUMPEH ULU,JAMBI
8238,25587,152.68,MUARO JAMBI,SUNGAI BAHAR,JAMBI
20014,61427,95.19,MUARO JAMBI,SUNGAI GELAM,JAMBI
4797,15090,86.57,MUARO JAMBI,BAHAR UTARA,JAMBI
5812,17633,94.49,MUARO JAMBI,BAHAR SELATAN,JAMBI
4382,13607,43.91,MUARO JAMBI,TAMAN RAJO,JAMBI
3859,13532,41.41,TANJUNG JABUNG BARAT,TUNGKAL ULU,JAMBI
20469,73799,839.1,TANJUNG JABUNG BARAT,TUNGKAL ILIR,JAMBI
7734,26933,73.88,TANJUNG JABUNG BARAT,PENGABUAN,JAMBI
8119,28793,53.34,TANJUNG JABUNG BARAT,BETARA,JAMBI
4845,16536,60.62,TANJUNG JABUNG BARAT,MERLUNG,JAMBI
10381,37163,107.19,TANJUNG JABUNG BARAT,TEBING TINGGI,JAMBI
8827,32067,30.34,TANJUNG JABUNG BARAT,BATANG ASAM,JAMBI
4263,15069,31.61,TANJUNG JABUNG BARAT,RENAH MENDALUH,JAMBI
3053,10344,28.73,TANJUNG JABUNG BARAT,MUARA PAPALIK,JAMBI
2758,9299,70.89,TANJUNG JABUNG BARAT,SEBERANG KOTA,JAMBI
5354,18833,47.74,TANJUNG JABUNG BARAT,BRAM ITAM,JAMBI
3960,13253,75.42,TANJUNG JABUNG BARAT,KUALA BETARA,JAMBI
7631,26437,60.99,TANJUNG JABUNG BARAT,SENYERANG,JAMBI
9765,31868,79.55,TANJUNG JABUNG TIMUR,MUARA SABAK TIMUR,JAMBI
7971,26416,90.19,TANJUNG JABUNG TIMUR,NIPAH PANJANG,JAMBI
7871,26407,52.4,TANJUNG JABUNG TIMUR,MENDAHARA,JAMBI
7687,24190,122.45,TANJUNG JABUNG TIMUR,RANTAU RASAU,JAMBI
3902,12972,20.76,TANJUNG JABUNG TIMUR,S A D U,JAMBI
4878,15951,48.07,TANJUNG JABUNG TIMUR,DENDANG,JAMBI
5390,19167,69.19,TANJUNG JABUNG TIMUR,MUARA SABAK BARAT,JAMBI
4202,14787,130.17,TANJUNG JABUNG TIMUR,KUALA JAMBI,JAMBI
4615,16128,27.98,TANJUNG JABUNG TIMUR,MENDAHARA ULU,JAMBI
7411,24551,42.81,TANJUNG JABUNG TIMUR,GERAGAI,JAMBI
3167,10397,38.46,TANJUNG JABUNG TIMUR,BERBAK,JAMBI
4567,14668,61.57,BUNGO,TANAH TUMBUH,JAMBI
2996,10030,41.55,BUNGO,RANTAU PANDAN,JAMBI
6108,21855,2357.6,BUNGO,PASAR MUARO BUNGO,JAMBI
4925,17240,67.49,BUNGO,JUJUHAN,JAMBI
6644,22200,206.17,BUNGO,TANAH SEPENGGAL,JAMBI
8921,31037,28.81,BUNGO,PELEPAT,JAMBI
4508,15725,16.65,BUNGO,LIMBUR LUBUK MENGKUANG,JAMBI
4002,13962,74.22,BUNGO,MUKO-MUKO BATHIN VII,JAMBI
14116,47287,114.33,BUNGO,PELEPAT ILIR,JAMBI
3587,12318,69.24,BUNGO,BATIN II BABEKO,JAMBI
6359,22244,274.45,BUNGO,BATHIN III,JAMBI
6897,25054,691.34,BUNGO,BUNGO DANI,JAMBI
7763,27858,285.31,BUNGO,RIMBO TENGAH,JAMBI
2522,9082,24.13,BUNGO,BATHIN III ULU,JAMBI
2488,8111,44.81,BUNGO,BATHIN II PELAYANG,JAMBI
3110,10416,52.55,BUNGO,JUJUHAN ILIR,JAMBI
6752,23794,304.82,BUNGO,TANAH SEPENGGAL LINTAS,JAMBI
10380,36230,48.45,TEBO,TEBO TENGAH,JAMBI
7539,25693,61.38,TEBO,TEBO ILIR,JAMBI
9563,33630,190.54,TEBO,TEBO ULU,JAMBI
18015,63849,186.93,TEBO,RIMBO BUJANG,JAMBI
5454,19697,15.89,TEBO,SUMAY,JAMBI
5104,18671,24.51,TEBO,VII KOTO,JAMBI
11229,38587,107.53,TEBO,RIMBO ULU,JAMBI
7109,23525,91.51,TEBO,RIMBO ILIR,JAMBI
6502,24021,53.36,TEBO,TENGAH ILIR,JAMBI
2852,10121,24.42,TEBO,SERAI SERUMPUN,JAMBI
4352,15475,37.11,TEBO,VII KOTO ILIR,JAMBI
5106,18170,26.36,TEBO,MUARA TABIR,JAMBI
14365,51835,2761.59,KOTA JAMBI,TELANAIPURA,JAMBI
17164,59872,7795.83,KOTA JAMBI,JAMBI SELATAN,JAMBI
21015,72930,5284.78,KOTA JAMBI,JAMBI TIMUR,JAMBI
3950,13906,8479.27,KOTA JAMBI,PASAR JAMBI,JAMBI
3888,14081,1365.76,KOTA JAMBI,PELAYANGAN,JAMBI
3636,13037,840.01,KOTA JAMBI,DANAU TELUK,JAMBI
21061,76177,2802.69,KOTA JAMBI,KOTA BARU,JAMBI
17756,62796,8113.18,KOTA JAMBI,JELUTUNG,JAMBI
25153,96947,2676.61,KOTA JAMBI,ALAM BARAJO,JAMBI
14141,50222,6732.17,KOTA JAMBI,DANAU SIPIN,JAMBI
26473,97817,3867.81,KOTA JAMBI,PAAL MERAH,JAMBI
3406,11782,3614.11,KOTA SUNGAI PENUH,SUNGAI PENUH,JAMBI
4037,12879,722.73,KOTA SUNGAI PENUH,PESISIR BUKIT,JAMBI
4827,15362,1233.9,KOTA SUNGAI PENUH,HAMPARAN RAWANG,JAMBI
3954,11223,1018.42,KOTA SUNGAI PENUH,TANAH KAMPUNG,JAMBI
3745,11281,76.75,KOTA SUNGAI PENUH,KUMUN DEBAI,JAMBI
5699,19684,253.17,KOTA SUNGAI PENUH,PONDOK TINGGI,JAMBI
3009,9970,1.05,KOTA SUNGAI PENUH,KOTO BARU,JAMBI
3291,11330,132.34,KOTA SUNGAI PENUH,SUNGAI BUNGKAL,JAMBI
3685,13494,60.59,OGAN KOMERING ULU,SOSOH BUAY RAYAP,SUMATERA SELATAN
2769,10130,72.83,OGAN KOMERING ULU,PENGANDONAN,SUMATERA SELATAN
8771,32011,75.87,OGAN KOMERING ULU,PENINJAUAN,SUMATERA SELATAN
10247,36573,363.33,OGAN KOMERING ULU,BATURAJA BARAT,SUMATERA SELATAN
26729,98011,564.19,OGAN KOMERING ULU,BATURAJA TIMUR,SUMATERA SELATAN
2531,9011,21.1,OGAN KOMERING ULU,ULU OGAN,SUMATERA SELATAN
7458,27825,61.87,OGAN KOMERING ULU,SEMIDANG AJI,SUMATERA SELATAN
8594,31432,56.53,OGAN KOMERING ULU,LUBUK BATANG,SUMATERA SELATAN
7020,26413,30.06,OGAN KOMERING ULU,LENGKITI,SUMATERA SELATAN
6642,22673,111.87,OGAN KOMERING ULU,SINAR PENINJAUAN,SUMATERA SELATAN
8835,30391,244.79,OGAN KOMERING ULU,LUBUK RAJA,SUMATERA SELATAN
1956,7265,26.33,OGAN KOMERING ULU,MUARA JAYA,SUMATERA SELATAN
3468,12273,126.38,OGAN KOMERING ULU,KEDATON PENINJAUAN RAYA,SUMATERA SELATAN
11445,34216,153.81,OGAN KOMERING ILIR,TANJUNG LUBUK,SUMATERA SELATAN
11331,37137,60.39,OGAN KOMERING ILIR,PEDAMARAN,SUMATERA SELATAN
12334,37724,60.7,OGAN KOMERING ILIR,MESUJI,SUMATERA SELATAN
22849,70880,538.11,OGAN KOMERING ILIR,KAYU AGUNG,SUMATERA SELATAN
13739,37676,282.07,OGAN KOMERING ILIR,SIRAH PULAU PADANG,SUMATERA SELATAN
13170,40179,8.8,OGAN KOMERING ILIR,TULUNG SELAPAN,SUMATERA SELATAN
9362,27844,65.66,OGAN KOMERING ILIR,PAMPANGAN,SUMATERA SELATAN
23821,68409,223.46,OGAN KOMERING ILIR,LEMPUING,SUMATERA SELATAN
10440,30876,10.63,OGAN KOMERING ILIR,AIR SUGIHAN,SUMATERA SELATAN
9459,26027,12.84,OGAN KOMERING ILIR,SUNGAI MENANG,SUMATERA SELATAN
11381,32722,153.66,OGAN KOMERING ILIR,JEJAWI,SUMATERA SELATAN
10562,33085,12.82,OGAN KOMERING ILIR,CENGAL,SUMATERA SELATAN
6688,19618,24.21,OGAN KOMERING ILIR,PANGKALAN LAMPAM,SUMATERA SELATAN
22328,65903,130.3,OGAN KOMERING ILIR,MESUJI MAKMUR,SUMATERA SELATAN
13990,42332,82.79,OGAN KOMERING ILIR,MESUJI RAYA,SUMATERA SELATAN
22809,68233,143.78,OGAN KOMERING ILIR,LEMPUING JAYA,SUMATERA SELATAN
9282,28621,165.13,OGAN KOMERING ILIR,TELUK GELAM,SUMATERA SELATAN
6922,20089,25.97,OGAN KOMERING ILIR,PEDAMARAN TIMUR,SUMATERA SELATAN
11964,40346,60.82,MUARA ENIM,TANJUNG AGUNG,SUMATERA SELATAN
18759,65028,439.23,MUARA ENIM,MUARA ENIM,SUMATERA SELATAN
14745,49573,72.01,MUARA ENIM,RAMBANG DANGKU,SUMATERA SELATAN
8906,31183,62.04,MUARA ENIM,GUNUNG MEGANG,SUMATERA SELATAN
16932,56160,101.44,MUARA ENIM,GELUMBANG,SUMATERA SELATAN
20091,67785,267.52,MUARA ENIM,LAWANG KIDUL,SUMATERA SELATAN
3897,13761,56.69,MUARA ENIM,SEMENDE DARAT LAUT,SUMATERA SELATAN
2789,10857,45.03,MUARA ENIM,SEMENDE DARAT TENGAH,SUMATERA SELATAN
4151,16701,40.45,MUARA ENIM,SEMENDE DARAT ULU,SUMATERA SELATAN
6998,25848,95.33,MUARA ENIM,UJAN MAS,SUMATERA SELATAN
6290,23888,50.18,MUARA ENIM,LUBAI,SUMATERA SELATAN
6982,25995,81.5,MUARA ENIM,RAMBANG,SUMATERA SELATAN
8615,31175,110.89,MUARA ENIM,SUNGAI ROTAN,SUMATERA SELATAN
5540,17987,96.15,MUARA ENIM,LEMBAK,SUMATERA SELATAN
2445,9514,23.87,MUARA ENIM,BENAKAT,SUMATERA SELATAN
2813,10000,73.82,MUARA ENIM,KELEKAR,SUMATERA SELATAN
2240,7859,55.97,MUARA ENIM,MUARA BELIDA,SUMATERA SELATAN
6401,23404,334.73,MUARA ENIM,BELIMBING,SUMATERA SELATAN
3760,12097,80.7,MUARA ENIM,BELIDA DARAT,SUMATERA SELATAN
7733,28289,56.36,MUARA ENIM,LUBAI ULU,SUMATERA SELATAN
3916,14347,68.3,LAHAT,TANJUNGSAKTI PUMU,SUMATERA SELATAN
6021,21126,197.98,LAHAT,JARAI,SUMATERA SELATAN
3608,13279,61.04,LAHAT,KOTA AGUNG,SUMATERA SELATAN
3583,13093,113.99,LAHAT,PULAUPINANG,SUMATERA SELATAN
6745,24471,160.42,LAHAT,MERAPI BARAT,SUMATERA SELATAN
32147,115793,519.62,LAHAT,LAHAT,SUMATERA SELATAN
3679,12865,70.27,LAHAT,PAJAR BULAN,SUMATERA SELATAN
4948,18137,95.92,LAHAT,MULAK ULU,SUMATERA SELATAN
4776,17430,68.23,LAHAT,KIKIM SELATAN,SUMATERA SELATAN
8975,31819,57.95,LAHAT,KIKIM TIMUR,SUMATERA SELATAN
2763,9649,95.73,LAHAT,KIKIM TENGAH,SUMATERA SELATAN
4850,17163,82.22,LAHAT,KIKIM BARAT,SUMATERA SELATAN
2415,9070,37.59,LAHAT,PSEKSU,SUMATERA SELATAN
3500,12338,46.61,LAHAT,GUMAY TALANG,SUMATERA SELATAN
3760,12844,100.94,LAHAT,PAGAR GUNUNG,SUMATERA SELATAN
6879,25584,60.74,LAHAT,MERAPI TIMUR,SUMATERA SELATAN
4822,17616,61.56,LAHAT,TANJUNG SAKTI PUMI,SUMATERA SELATAN
1680,5673,34.53,LAHAT,GUMAY ULU,SUMATERA SELATAN
2338,8586,77.27,LAHAT,MERAPI SELATAN,SUMATERA SELATAN
2481,9105,169.08,LAHAT,TANJUNGTEBAT,SUMATERA SELATAN
2680,9322,195.1,LAHAT,MUARAPAYANG,SUMATERA SELATAN
2272,8010,335.01,LAHAT,SUKAMERINDU,SUMATERA SELATAN
14296,46100,797.16,MUSI RAWAS,TUGUMULYO,SUMATERA SELATAN
11366,40867,22.25,MUSI RAWAS,MUARA LAKITAN,SUMATERA SELATAN
12780,44347,59.74,MUSI RAWAS,MUARA KELINGI,SUMATERA SELATAN
5080,16542,106.16,MUSI RAWAS,JAYALOKA,SUMATERA SELATAN
8091,27537,160.34,MUSI RAWAS,MUARA BELITI,SUMATERA SELATAN
10033,33370,56.64,MUSI RAWAS,STL ULU TERAWAS,SUMATERA SELATAN
5876,19936,28.59,MUSI RAWAS,SELANGIT,SUMATERA SELATAN
17055,55624,126.16,MUSI RAWAS,MEGANG SAKTI,SUMATERA SELATAN
5024,15551,315.63,MUSI RAWAS,PURWODADI,SUMATERA SELATAN
9736,33175,42.75,MUSI RAWAS,BTS. ULU,SUMATERA SELATAN
4229,13683,40.92,MUSI RAWAS,TIANG PUMPUNG KEPUNGUT,SUMATERA SELATAN
5728,19138,176.45,MUSI RAWAS,SUMBER HARTA,SUMATERA SELATAN
8280,27353,102.97,MUSI RAWAS,TUAH NEGERI,SUMATERA SELATAN
4485,15374,140.52,MUSI RAWAS,SUKA KARYA,SUMATERA SELATAN
24736,88890,121.78,MUSI BANYUASIN,SEKAYU,SUMATERA SELATAN
16167,55940,98.91,MUSI BANYUASIN,LAIS,SUMATERA SELATAN
11819,41085,52.03,MUSI BANYUASIN,SUNGAI KERUH,SUMATERA SELATAN
5744,19860,8.65,MUSI BANYUASIN,BATANG HARI LEKO,SUMATERA SELATAN
9130,32997,54.54,MUSI BANYUASIN,SANGA DESA,SUMATERA SELATAN
9541,34300,93.0,MUSI BANYUASIN,BABAT TOMAN,SUMATERA SELATAN
17271,57624,139.64,MUSI BANYUASIN,SUNGAI LILIN,SUMATERA SELATAN
10022,32636,63.68,MUSI BANYUASIN,KELUANG,SUMATERA SELATAN
19903,67478,15.55,MUSI BANYUASIN,BAYUNG LENCIR,SUMATERA SELATAN
7777,27088,54.4,MUSI BANYUASIN,PLAKAT TINGGI,SUMATERA SELATAN
11967,41404,33.03,MUSI BANYUASIN,LALAN,SUMATERA SELATAN
14420,48713,32.23,MUSI BANYUASIN,TUNGKAL JAYA,SUMATERA SELATAN
7309,25948,65.56,MUSI BANYUASIN,LAWANG WETAN,SUMATERA SELATAN
9997,34162,62.79,MUSI BANYUASIN,BABAT SUPAT,SUMATERA SELATAN
15564,53175,171.98,BANYUASIN,BANYUASIN I,SUMATERA SELATAN
11588,41989,12.17,BANYUASIN,BANYUASIN II,SUMATERA SELATAN
17994,62687,151.96,BANYUASIN,BANYUASIN III,SUMATERA SELATAN
